rank,finalWorth,name,source,industries,citizenship,gender,lastname,estWorthPrev
391,7062.761,Micky Arison,Carnival Cruises,Service,United States,M,Arison,6830.95396
1470,2307.399,Roger Penske,cars,Automotive,United States,M,Penske,2307.399098
40,35216.88,Miriam Adelson,casinos,Gambling & Casinos,United States,F,Adelson,35216.88005
1952,1687.254,William Boyd,"casinos, banking",Gambling & Casinos,United States,M,Boyd,1687.253526
1508,2249.047,Elaine Wynn,"casinos, hotels",Gambling & Casinos,United States,F,Wynn,2248.19848
1030,3158.7,Steve Wynn,"casinos, hotels",Gambling & Casinos,United States,M,Wynn,3158.7
1336,2545.732,Lorenzo Fertitta,"casinos, mixed martial arts",Sports,United States,M,Fertitta,2545.73213
1339,2544.182,Frank Fertitta III,"casinos, mixed martial arts",Sports,United States,M,Fertitta,2544.18213
1620,2070.509,Phil Ruffin,"casinos, real estate",Diversified,United States,M,Ruffin,2070.509
2005,1645,Michael Jordan,"Charlotte Hornets, endorsements",Sports,United States,M,Jordan,1645
1061,3068.247,James Leprino,cheese,Food & Beverage,United States,M,Leprino,3068.247
2044,1598.738,John Farber,chemicals,Manufacturing,United States,M,Farber,1598.73756
2002,1647.065,Liu Xiucai & family,chemicals,Manufacturing,United States,M,Liu,1647.065223
1738,1925.048,Anita Zucker,chemicals,Manufacturing,United States,F,Zucker,1925.258839
991,3322.971,William Wrigley Jr,chewing gum,Food & Beverage,United States,M,Wrigley,3322.971392
322,8262.671,Bubba Cathy,Chick-fil-A,Food & Beverage,United States,M,Cathy,8262.671
322,8262.671,Dan Cathy,Chick-fil-A,Food & Beverage,United States,M,Cathy,8262.671
2680,1040.592,Sandy Weill,Citigroup,Finance & Investments,United States,M,Weill,1040.592
887,3610.728,S. Curtis Johnson,cleaning products,Manufacturing,United States,M,Johnson,3610.7283
897,3589.728,H. Fisk Johnson,cleaning products,Manufacturing,United States,M,Johnson,3589.7283
887,3610.728,Helen Johnson-Leipold,cleaning products,Manufacturing,United States,F,Johnson-Leipold,3610.7283
887,3610.728,Winifred J. Marquart,cleaning products,Manufacturing,United States,F,Marquart,3610.7283
1562,2163.776,Alexis Lê-Quôc,cloud computing,Technology,United States,M,Lê-Quôc,2163.77626
2114,1522.78,Ryan Smith,cloud computing,Technology,United States,M,Smith,1522.78
2421,1260,Jared Smith,cloud computing,Technology,United States,M,Smith,1260
2708,1020,Scott Smith,cloud computing,Technology,United States,M,Smith,1020
1526,2224.511,Drew Houston,cloud storage service,Technology,United States,M,Houston,2224.51088
1745,1913.037,Vlad Shmunis,cloud technology,Technology,United States,M,Shmunis,1913.036552
2738,456.59,Jim Justice II,coal,Energy,United States,M,Justice,456.59
2625,1091.52,Summerfield Johnston Jr,Coca-Cola,Food & Beverage,United States,M,Johnston,1091.52
1212,2771.921,Timothy Boyle,Columbia Sportswear,Fashion & Retail,United States,M,Boyle,2771.92098
1744,1915.909,Brian Roberts,Comcast,Media & Entertainment,United States,M,Roberts,1915.909085
1632,2057.706,Tor Peterson,commodities,Metals & Mining,United States,M,Peterson,2057.705508
283,9087.405,David Sun,computer hardware,Technology,United States,M,Sun,9087.405
281,9096.495,John Tu,computer hardware,Technology,United States,M,Tu,9096.495
2003,1646.476,Jayshree Ullal,computer networking,Technology,United States,F,Ullal,1646.476288
755,4129.753,Margot Birmingham Perot,"computer services, real estate",Technology,United States,F,Birmingham Perot,4129.753
2197,1453.417,Jorge Mas,Construction,Construction & Engineering,United States,M,Mas,1453.41672
455,6372.227,Dennis Washington,"construction, mining",Logistics,United States,M,Washington,6372.2265
805,3933.191,Aerin Lauder,cosmetics,Fashion & Retail,United States,F,Lauder,3933.19084
2730,1000,Kim Kardashian West,"cosmetics, reality TV",Fashion & Retail,United States,F,Kardashian West,1000
319,8312.934,Brian Armstrong,cryptocurrency,Finance & Investments,United States,M,Armstrong,8312.93389
1644,2043.244,Michael Saylor,cryptocurrency,Technology,United States,M,Saylor,2043.24384
1072,3043,Tyler Winklevoss,cryptocurrency,Finance & Investments,United States,M,Winklevoss,3043
1158,2872.88,Fred Ehrsam,cryptocurrency exchange,Finance & Investments,United States,M,Ehrsam,2872.87984
957,3432.136,Matthew Prince,cybersecurity,Technology,United States,M,Prince,3432.136
551,5466.057,Ken Xie,cybersecurity,Technology,United States,M,Xie,5466.0571
1180,2839.546,Michael Xie,cybersecurity ,Technology,United States,M,Xie,2839.54641
285,9016.079,Jerry Jones,Dallas Cowboys,Sports,United States,M,Jones,9016.0786
2520,1180.868,A. Jayson Adair,damaged cars,Automotive,United States,M,Adair,1180.867857
1622,2069.474,Willis Johnson,damaged cars,Automotive,United States,M,Johnson,2069.474264
2548,1151.333,Whitney Wolfe Herd,dating app,Technology,United States,F,Wolfe Herd,1151.3326
999,3279.3,Neal Blue & family,defense,Manufacturing,United States,M,Blue,3279.3
2522,1178.825,George Pedersen,defense contractor,Manufacturing,United States,M,Pedersen,1178.82473
24,52356.205,Michael Dell,Dell computers,Technology,United States,M,Dell,52356.20474
1833,1821.323,Edward Stack,Dick's Sporting Goods,Fashion & Retail,United States,M,Stack,1821.32341
1767,1887.285,Stanley Hubbard,DirecTV,Media & Entertainment,United States,M,Hubbard,1887.285
82,22111.796,Thomas Peterffy,discount brokerage,Finance & Investments,United States,M,Peterffy,22111.79616
896,3590.734,Rodger Riney & family,discount brokerage,Finance & Investments,United States,M,Riney,3590.734
195,11681.968,Charles Schwab,discount brokerage,Finance & Investments,United States,M,Schwab,11681.9677
2142,1504.502,Wilma Tisch,diversified,Finance & Investments,United States,F,Tisch,1504.501593
535,5578.365,Dagmar Dolby & family,Dolby Laboratories,Technology,United States,F,Dolby,5578.3652
1600,2100.654,David Murdock,"Dole, real estate",Food & Beverage,United States,M,Murdock,2100.654
1480,2287.3,Stewart Rahr,drug distribution,Healthcare,United States,M,Rahr,2287.3
438,6530.222,Jeff Skoll,eBay,Technology,United States,M,Skoll,6530.22231
436,6560.96,Meg Whitman,eBay,Technology,United States,F,Whitman,6560.95987
74,23996.5,Pierre Omidyar,"eBay, PayPal",Technology,United States,M,Omidyar,23996.50047
2065,1573.15,Peter Sperling,education,Service,United States,M,Sperling,1573.15
2271,1389.435,Henrik Fisker,electric cars,Automotive,United States,M,Fisker,1389.4351
2146,1500,Michael Polsky,Electric power,Energy,United States,M,Polsky,1500
2052,1592.499,Trevor Milton,electric vehicles,Automotive,United States,M,Milton,1592.499
967,3400,RJ Scaringe,electric vehicles,Automotive,United States,M,Scaringe,3400
1706,1978.799,Patrizio Vinciarelli,electronic components,Technology,United States,M,Vinciarelli,1978.79861
827,3835.322,Vincent Viola,electronic trading,Finance & Investments,United States,M,Viola,3835.322272
1762,1895.383,Feng Chenhui,Electronics,Technology,United States,M,Feng,1895.382762
1746,1911.178,Tang Zhuang,electronics,Technology,United States,M,Tang,1911.177516
1080,3020,Ben Chestnut,email marketing,Technology,United States,M,Chestnut,3020
1080,3020,Dan Kurzius,email marketing,Technology,United States,M,Kurzius,3020
2212,1443.579,Carl DeSantis,energy drink,Food & Beverage,United States,M,DeSantis,1443.578728
1257,2691.293,Rodney Sacks,energy drinks,Food & Beverage,United States,M,Sacks,2691.292976
774,4061,Russ Weiner,energy drinks,Food & Beverage,United States,M,Weiner,4061
767,4104,Janice McNair,"energy, sports",Sports,United States,F,McNair,4104
1155,2882.702,Riley Bechtel & family,"engineering, construction",Construction & Engineering,United States,M,Bechtel,2882.702
1504,2256.807,Vincent McMahon,entertainment,Sports,United States,M,McMahon,2256.80695
471,6195.571,Jane Lauder,Estée Lauder,Fashion & Retail,United States,F,Lauder,6195.57056
2066,1571.985,Gary Lauder,Estée Lauder,Fashion & Retail,United States,M,Lauder,1571.98526
68,25710.122,Leonard Lauder,Estee Lauder,Fashion & Retail,United States,M,Lauder,25710.12214
534,5579.039,Ronald Lauder,Estee Lauder,Fashion & Retail,United States,M,Lauder,5579.03945
749,4160.08,William Lauder,Estee Lauder,Fashion & Retail,United States,M,Lauder,4160.08036
81,22360.689,Dustin Moskovitz,Facebook,Technology,United States,M,Moskovitz,22360.68932
691,4505.948,Jeff Rothschild,Facebook,Technology,United States,M,Rothschild,4505.94829
1820,1832.958,Sheryl Sandberg,Facebook,Technology,United States,F,Sandberg,1832.95787
597,5013.475,Peter Thiel,Facebook,Finance & Investments,United States,M,Thiel,5013.47535
5,120055.498,Mark Zuckerberg,Facebook,Technology,United States,M,Zuckerberg,120055.498
2299,1369.332,Chamath Palihapitiya,"Facebook, venture capital",Finance & Investments,United States,M,Palihapitiya,1314.66308
2229,1432.39,Daniel Hirschfeld,fashion retail,Fashion & Retail,United States,M,Hirschfeld,1432.39
443,6479.832,Fred Smith,FedEx,Logistics,United States,M,Smith,6479.831702
1729,1942.35,Thomas James,finance,Finance & Investments,United States,M,James,1942.3502
637,4800.956,Antony Ressler,finance,Finance & Investments,United States,M,Ressler,4800.956107
645,4757.518,Mark Walter,finance,Finance & Investments,United States,M,Walter,4757.517693
1795,1869.133,William Foley II,financial services,Finance & Investments,United States,M,Foley,1869.133272
2057,1582.706,David Zalik,financial technology,Technology,United States,M,Zalik,1582.7058
2375,1300,Chris Britt,fintech,Finance & Investments,United States,M,Britt,1300
1829,1825.433,Max Levchin,fintech,Finance & Investments,United States,M,Levchin,1825.43298
2369,1304.999,Chuck Bundrant,fishing,Food & Beverage,United States,M,Bundrant,1304.999
1658,2028.479,Jeffrey Lorberbaum,flooring,Manufacturing,United States,M,Lorberbaum,2028.4789
1627,2061.911,Andy Fang,food delivery app,Technology,United States,M,Fang,2061.91084
1634,2054.213,Stanley Tang,food delivery app,Technology,United States,M,Tang,2054.21284
1179,2841.281,Tony Xu,food delivery service,Technology,United States,M,Xu,2841.281
543,5530,Jude Reyes,food distribution,Food & Beverage,United States,M,Reyes,5530
543,5530,J. Christopher Reyes,food distribution,Food & Beverage,United States,M,Reyes,5530
1314,2580.465,John Tyson,food processing,Food & Beverage,United States,M,Tyson,2580.46527
1335,2545.849,Jeremy Jacobs Sr & family,food service,Service,United States,M,Jacobs,2545.849
671,4624.43,Robert Rich Jr,frozen foods,Food & Beverage,United States,M,Rich,4624.43
494,5912.598,Ronald Wanek,furniture,Manufacturing,United States,M,Wanek,5912.598
879,3650.141,Todd Wanek,furniture,Manufacturing,United States,M,Wanek,3650.141
687,4523.373,Gary Friedman,Furniture retail,Fashion & Retail,United States,M,Friedman,4523.3731
1145,2907.231,Doris Fisher,Gap,Fashion & Retail,United States,F,Fisher,2907.23057
969,3399.142,John Fisher,Gap,Fashion & Retail,United States,M,Fisher,3399.14199
1406,2412.436,William Fisher,Gap,Fashion & Retail,United States,M,Fisher,2412.4356
1560,2164.95,Robert Fisher,Gap,Fashion & Retail,United States,M,Fisher,2164.95014
1749,1909.97,Bill Haslam,gas stations,Fashion & Retail,United States,M,Haslam,1909.97
1067,3047.055,Jimmy Haslam,"gas stations, retail",Fashion & Retail,United States,M,Haslam,3047.055
1582,2131.605,Gordon Getty,Getty Oil,Energy,United States,M,Getty,2131.605
2452,1227,Joe Lacob,Golden State Warriors,Sports,United States,M,Lacob,1227
9,102918.81,Sergey Brin,Google,Technology,United States,M,Brin,102918.8103
8,106214.304,Larry Page,Google,Technology,United States,M,Page,106214.3043
88,21368.351,Eric Schmidt,Google,Technology,United States,M,Schmidt,21368.3509
740,4193.155,Eric Lefkofsky,Groupon,Technology,United States,M,Lefkofsky,4193.15501
1408,2410,Todd Christopher,hair care products,Fashion & Retail,United States,M,Christopher,2410
1259,2686,John Paul DeJoria,"hair products, tequila",Fashion & Retail,United States,M,DeJoria,2686
683,4545.656,Eric Smidt,hardware stores,Fashion & Retail,United States,M,Smidt,4545.656
2562,1142.752,Forrest Preston,health care,Healthcare,United States,M,Preston,1142.752
1832,1821.942,Keith Dunleavy & family,health IT,Healthcare,United States,M,Dunleavy,1821.9416
468,6209.403,Judy Faulkner,health IT,Technology,United States,F,Faulkner,6209.403
1478,2290.871,Phillip T. (Terry) Ragon,health IT,Technology,United States,M,Ragon,2290.871
2086,1551.795,Alan Miller & family,healthcare services,Healthcare,United States,M,Miller,1551.79474
1499,2262.164,Bill Austin,hearing aids,Manufacturing,United States,M,Austin,2262.164
1580,2135,Philippe Laffont,hedge fund,Finance & Investments,United States,M,Laffont,2135
1575,2141,Jeffrey Talpins,hedge fund,Finance & Investments,United States,M,Talpins,2141
1130,2936.514,William Ackman,hedge funds,Finance & Investments,United States,M,Ackman,2936.514
998,3285,John Arnold,hedge funds,Finance & Investments,United States,M,Arnold,3285
2217,1440,Louis Bacon,hedge funds,Finance & Investments,United States,M,Bacon,1440
1853,1800,O. Francis Biondi,hedge funds,Finance & Investments,United States,M,Biondi,1800
130,15985.609,Steve Cohen,hedge funds,Finance & Investments,United States,M,Cohen,15985.60928
1362,2500,Leon G. Cooperman,hedge funds,Finance & Investments,United States,M,Cooperman,2500
91,20321.75,Ray Dalio,hedge funds,Finance & Investments,United States,M,Dalio,20321.75
1793,1869.81,James Dinan,hedge funds,Finance & Investments,United States,M,Dinan,1869.81
532,5600,Stanley Druckenmiller,hedge funds,Finance & Investments,United States,M,Druckenmiller,5600
1675,2010,Glenn Dubin,hedge funds,Finance & Investments,United States,M,Dubin,2010
1007,3253,Joseph Edelman,hedge funds,Finance & Investments,United States,M,Edelman,3253
260,9558.3,Israel Englander,hedge funds,Finance & Investments,United States,M,Englander,9558.3
1400,2428.242,Noam Gottesman,hedge funds,Finance & Investments,United States,M,Gottesman,2428.242148
126,16114.353,Ken Griffin,hedge funds,Finance & Investments,United States,M,Griffin,16114.353
1853,1800,Brian Higgins,hedge funds,Finance & Investments,United States,M,Higgins,1800
398,7002.44,Paul Tudor Jones II,hedge funds,Finance & Investments,United States,M,Jones,7002.44
434,6569.327,Bruce Kovner,hedge funds,Finance & Investments,United States,M,Kovner,6569.327
1889,1761,Marc Lasry,hedge funds,Finance & Investments,United States,M,Lasry,1761
1603,2100,Henry Laufer,hedge funds,Finance & Investments,United States,M,Laufer,2100
913,3549.795,Daniel Loeb,hedge funds,Finance & Investments,United States,M,Loeb,3549.7953
802,3938,Stephen Mandel Jr,hedge funds,Finance & Investments,United States,M,Mandel,3938
885,3629.031,Daniel Och,hedge funds,Finance & Investments,United States,M,Och,3629.031497
444,6463.723,John Overdeck,hedge funds,Finance & Investments,United States,M,Overdeck,6463.723
934,3500,John Paulson,hedge funds,Finance & Investments,United States,M,Paulson,3500
1752,1905.645,Larry Robbins,hedge funds,Finance & Investments,United States,M,Robbins,1905.645
697,4478.5,Julian Robertson Jr,hedge funds,Finance & Investments,United States,M,Robertson,4478.5
383,7267,David Shaw,hedge funds,Finance & Investments,United States,M,Shaw,7267
444,6463.723,David Siegel,hedge funds,Finance & Investments,United States,M,Siegel,6463.723
71,24582,Jim Simons,hedge funds,Finance & Investments,United States,M,Simons,24582
724,4285,Paul Singer,hedge funds,Finance & Investments,United States,M,Singer,4285
305,8600,George Soros,hedge funds,Finance & Investments,United States,M,Soros,8600
2489,1199.848,Michael Steinhardt,hedge funds,Finance & Investments,United States,M,Steinhardt,1199.8479
2252,1415,Thomas Steyer,hedge funds,Finance & Investments,United States,M,Steyer,1415
1379,2460.3,Daniel Sundheim,hedge funds,Finance & Investments,United States,M,Sundheim,2460.3
1873,1780.2,Henry Swieca,hedge funds,Finance & Investments,United States,M,Swieca,1780.2
151,14499.95,David Tepper,hedge funds,Finance & Investments,United States,M,Tepper,14499.95
2730,1000,Wilbur  'Ed' Bosarge Jr,high speed trading,Finance & Investments,United States,M,Bosarge,1000
2507,1185.752,Robert Toll,home building,Real Estate,United States,M,Toll,1185.75238
409,6920.69,Arthur Blank,Home Depot,Sports,United States,M,Blank,6920.69
302,8642.03,Bernard Marcus,Home Depot,Fashion & Retail,United States,M,Marcus,8642.03
153,13817.974,John Menard Jr,home improvement stores,Fashion & Retail,United States,M,Menard,13817.97361
1258,2690.316,Donald Horton,homebuilding,Real Estate,United States,M,Horton,2690.31552
2246,1418.76,Patrick Zalupski,homebuilding,Real Estate,United States,M,Zalupski,1418.75964
111,17687.981,Thomas Frist Jr & family,hospitals,Healthcare,United States,M,Frist,17687.98128
596,5017.312,Karen Pritzker,"hotels, investments",Finance & Investments,United States,F,Pritzker,5017.31158
1023,3185.379,Jean (Gigi) Pritzker,"hotels, investments",Service,United States,F,Pritzker,3185.37868
1079,3024.521,Penny Pritzker,"hotels, investments",Finance & Investments,United States,F,Pritzker,3024.521294
1640,2045.68,Linda Pritzker,"hotels, investments",Service,United States,F,Pritzker,2045.68
1682,2003.401,Jennifer Pritzker,"hotels, investments",Finance & Investments,United States,F,Pritzker,2003.4012
713,4367.328,Thomas Pritzker,"hotels, investments",Finance & Investments,United States,M,Pritzker,4367.327916
884,3631.25,Anthony Pritzker,"hotels, investments",Service,United States,M,Pritzker,3631.25
925,3527.3,J.B. Pritzker,"hotels, investments",Finance & Investments,United States,M,Pritzker,3527.3
1295,2617.164,Daniel Pritzker,"hotels, investments",Finance & Investments,United States,M,Pritzker,2617.164094
1356,2509,John Pritzker,"hotels, investments",Finance & Investments,United States,M,Pritzker,2509
1904,1743.708,Nicholas Pritzker,"hotels, investments",Finance & Investments,United States,M,Pritzker,1743.707705
789,4001.578,Robert Rowling,"hotels, investments",Service,United States,M,Rowling,4001.5776
675,4596.748,Tilman Fertitta,"Houston Rockets, entertainment",Food & Beverage,United States,M,Fertitta,4596.74786
1122,2950,James Irsay,Indianapolis Colts,Sports,United States,M,Irsay,2950
2571,1137.083,Mitchell Jacobson,industrial equipment,Service,United States,M,Jacobson,1137.08335
893,3600,Lynsi Snyder,In-N-Out Burger,Food & Beverage,United States,F,Snyder,3600
1505,2254.243,Kevin Systrom,Instagram,Technology,United States,M,Systrom,2254.24314
1103,2985.851,William Berkley,insurance,Finance & Investments,United States,M,Berkley,2985.8513
1519,2229.075,J. Hyatt Brown,insurance,Finance & Investments,United States,M,Brown,2229.075128
1931,1704.464,Henry Engelhardt,insurance,Finance & Investments,United States,M,Engelhardt,1704.463771
930,3515.27,Thomas Hagen,insurance,Finance & Investments,United States,M,Hagen,3515.2696
1583,2129.999,Mark & Robyn Jones,insurance,Finance & Investments,United States,,Jones,2129.9987
1747,1910.601,George Joseph,insurance,Finance & Investments,United States,M,Joseph,1910.60092
932,3506.422,Patrick Ryan,insurance,Finance & Investments,United States,M,Ryan,3506.4219
2519,1181.345,Steven Tisch,insurance,Diversified,United States,M,Tisch,1181.345
2524,1178.425,Laurie Tisch,"insurance, NFL team",Diversified,United States,F,Tisch,1178.425
2190,1460.356,Jonathan Tisch,"insurance, NFL team",Diversified,United States,M,Tisch,1460.35625
197,11588.742,Gordon Moore,Intel,Technology,United States,M,Moore,11588.74192
1798,1860,Julian Baker,investing,Finance & Investments,United States,M,Baker,1860
2078,1563.069,Herbert Allen Jr & family,investment banking,Finance & Investments,United States,M,Allen,1563.06888
1172,2858.097,Warren Stephens,investment banking,Finance & Investments,United States,M,Stephens,2858.096565
579,5206.74,Joe Mansueto,investment research,Finance & Investments,United States,M,Mansueto,5206.7397
225,10369.751,Philip Anschutz,investments,Finance & Investments,United States,M,Anschutz,10369.751
1926,1716.643,Nicolas Berggruen,investments,Finance & Investments,United States,M,Berggruen,1716.642609
231,10274.58,Chase Coleman III,investments,Finance & Investments,United States,M,Coleman,10274.58
2478,1204.809,Wesley Edens,investments,Finance & Investments,United States,M,Edens,1204.80922
2459,1221.364,J. Christopher Flowers,investments,Finance & Investments,United States,M,Flowers,1221.36428
1058,3087.026,David Gottesman,investments,Finance & Investments,United States,M,Gottesman,3087.026068
522,5658.162,Jonathan Gray,investments,Finance & Investments,United States,M,Gray,5658.16239
2189,1461.35,Sue Gross,investments,Finance & Investments,United States,F,Gross,1461.35
2131,1513.74,Bill Gross,investments,Finance & Investments,United States,M,Gross,1513.74
1552,2180,Jeffrey Gundlach,investments,Finance & Investments,United States,M,Gundlach,2180
1373,2469.15,J. Tomilson Hill,investments,Finance & Investments,United States,M,Hill,2469.15
139,15071.901,Carl Icahn,investments,Finance & Investments,United States,M,Icahn,15071.90114
1346,2529.048,Hamilton James,investments,Finance & Investments,United States,M,James,2529.04824
2624,1092.459,Richard Kayne,investments,Finance & Investments,United States,M,Kayne,1092.45915
834,3802.401,Peter Kellogg,investments,Finance & Investments,United States,M,Kellogg,3802.40105
2146,1500,Seth Klarman,investments,Finance & Investments,United States,M,Klarman,1500
962,3417.45,Steven Klinsky,investments,Finance & Investments,United States,M,Klinsky,3417.45
548,5473.16,Ken Langone,investments,Finance & Investments,United States,M,Langone,5473.16038
1115,2963.62,Pablo Legorreta,investments,Finance & Investments,United States,M,Legorreta,2963.62
1286,2638.292,C. Dean Metropoulos,investments,Food & Beverage,United States,M,Metropoulos,2622.800851
842,3760.043,Michael Milken,investments,Finance & Investments,United States,M,Milken,3757.055
1962,1681.279,Nelson Peltz,investments,Finance & Investments,United States,M,Peltz,1681.27888
2427,1253.65,Michael Price,investments,Finance & Investments,United States,M,Price,1253.6503
784,4037,Ira Rennert,investments,Finance & Investments,United States,M,Rennert,4037
58,28679.196,Stephen Schwarzman,investments,Finance & Investments,United States,M,Schwarzman,28679.19567
2614,1100,Carl Thoma,investments,Finance & Investments,United States,M,Thoma,1100
808,3920.225,Herbert Wertheim,investments,Finance & Investments,United States,M,Wertheim,3920.224599
601,5000,Robert Ziff,investments,Finance & Investments,United States,M,Ziff,5000
601,5000,Daniel Ziff,investments,Finance & Investments,United States,M,Ziff,5000
601,5000,Dirk Ziff,investments,Finance & Investments,United States,M,Ziff,5000
2203,1452,Bharat Desai,IT consulting,Technology,United States,M,Desai,1452
1476,2291.4,Jim Kavanaugh,IT provider,Technology,United States,M,Kavanaugh,2291.4
1534,2213.15,Leo Koguan,IT provider,Technology,United States,M,Koguan,2213.150113
1010,3235,Thai Lee,IT provider,Technology,United States,F,Lee,3235
868,3696.58,David Steward,IT provider,Technology,United States,M,Steward,3696.58
2739,100,Carolyn Rafaelian,jewelry,Fashion & Retail,United States,F,Rafaelian,100
26,47305.578,Charles Koch,Koch Industries,Diversified,United States,M,Koch,47305.578
26,47305.578,Julia Koch & family,Koch Industries ,Diversified,United States,F,Koch,47305.578
2730,1000,GT Dave,kombucha,Food & Beverage,United States,M,Dave,1000
1196,2804.322,Valentin Gapontsev & family,lasers,Manufacturing,United States,M,Gapontsev,2804.3222
814,3887.506,Ronald Perelman,leveraged buyouts,Finance & Investments,United States,M,Perelman,3887.50619
2362,1308.505,Mimi Haas,Levi's jeans,Fashion & Retail,United States,F,Haas,1308.50475
1450,2340.424,Reid Hoffman,LinkedIn,Technology,United States,M,Hoffman,2340.42408
2578,1130,Michael S. Smith,liquefied natural gas,Energy,United States,M,Smith,1130
1506,2251.303,Robert Sands,liquor,Food & Beverage,United States,M,Sands,2251.303063
1515,2235.393,Richard Sands,liquor,Food & Beverage,United States,M,Sands,2235.393247
871,3688,Marian Ilitch,Little Caesars,Food & Beverage,United States,F,Ilitch,3688
1650,2036.9,Kenneth Feld & family,live entertainment,Media & Entertainment,United States,M,Feld,2036.9
929,3519.102,Brad Jacobs,logistics,Logistics,United States,M,Jacobs,3519.101633
2240,1422.299,Jim Thompson,logistics ,Logistics,United States,M,Thompson,1422.299
2319,1351,Jim Crane,"logistics, baseball",Sports,United States,M,Crane,1351
2613,1100.22,Donald Friese,manufacturing,Manufacturing,United States,M,Friese,1100.22
251,9756.27,Steven Rales,manufacturing,Manufacturing,United States,M,Rales,9756.26952
418,6777.178,Mitchell Rales,"manufacturing, investments",Manufacturing,United States,M,Rales,6777.17794
503,5795.801,Jack Dangermond,mapping software,Technology,United States,M,Dangermond,5795.801
513,5728.862,Isaac Perlmutter,Marvel comics,Media & Entertainment,United States,M,Perlmutter,5728.86201
1095,3000,Sheldon Lavin,meat processing,Food & Beverage,United States,M,Lavin,3000
129,15992.02,Donald Newhouse,media,Media & Entertainment,United States,M,Newhouse,15992.02027
462,6260.891,James Chambers,"media, automotive",Media & Entertainment,United States,M,Chambers,6260.891
264,9402.802,Jim Kennedy,"media, automotive",Media & Entertainment,United States,M,Kennedy,9402.802
264,9402.802,Blair Parry-Okeden,"media, automotive",Media & Entertainment,United States,F,Parry-Okeden,9402.802
462,6260.891,Katharine Rayner,"media, automotive",Media & Entertainment,United States,F,Rayner,6260.891
462,6260.891,Margaretta Taylor,"media, automotive",Media & Entertainment,United States,F,Taylor,6260.891
254,9691.569,Carl Cook,medical devices,Healthcare,United States,M,Cook,9691.569
1821,1831.806,David Paul,medical devices,Healthcare,United States,M,Paul,1831.805834
414,6817.675,Reinhold Schmieding,medical devices,Healthcare,United States,M,Schmieding,6817.675
549,5470.408,John Brown,medical equipment,Healthcare,United States,M,Brown,5470.40804
411,6892.008,Ronda Stryker,medical equipment,Healthcare,United States,F,Stryker,6892.00769
1033,3149.409,Pat Stryker,medical equipment,Healthcare,United States,F,Stryker,3149.40899
718,4347.531,Jon Stryker,medical equipment,Healthcare,United States,M,Stryker,4347.53086
1652,2035.3,Amy Wyss,medical equipment,Healthcare,United States,F,Wyss,2035.3
1937,1700,Gary Michelson,medical patents,Healthcare,United States,M,Michelson,1700
2089,1549.801,James Leininger,medical products,Healthcare,United States,M,Leininger,1549.801
13,76061.205,Steve Ballmer,Microsoft,Technology,United States,M,Ballmer,76061.20451
1021,3190.668,Melinda French Gates,Microsoft,Technology,United States,F,French Gates,3190.66798
4,126812.953,Bill Gates,Microsoft,Technology,United States,M,Gates,126812.9531
550,5466.541,Charles Simonyi,Microsoft,Technology,United States,M,Simonyi,5466.54118
1778,1881.459,Robert Friedland,mining,Metals & Mining,United States,M,Friedland,1881.458596
1472,2302.56,Adam Foroughi,mobile games,Media & Entertainment,United States,M,Foroughi,2302.559875
1877,1773.536,Andrew Paradise,mobile games,Media & Entertainment,United States,M,Paradise,1773.536015
904,3572.169,Jim McKelvey,mobile payments,Technology,United States,M,McKelvey,3572.16868
2256,1408.3,Clifford Asness,money management,Finance & Investments,United States,M,Asness,1408.3
2536,1166,Thomas Bailey,money management,Finance & Investments,United States,M,Bailey,1166
676,4591.868,Ron Baron,money management,Finance & Investments,United States,M,Baron,4591.868
2570,1138.295,Larry Fink,money management,Finance & Investments,United States,M,Fink,1138.294806
509,5766.839,Ken Fisher,money management,Finance & Investments,United States,M,Fisher,5766.839
1759,1900.982,Mario Gabelli,money management,Finance & Investments,United States,M,Gabelli,1900.981814
83,21983.169,Abigail Johnson,money management,Finance & Investments,United States,F,Johnson,21983.169
604,4998.49,Elizabeth Johnson,money management,Finance & Investments,United States,F,Johnson,4998.49
216,10794.806,Edward Johnson III,money management,Finance & Investments,United States,M,Johnson,10794.806
517,5706.277,Charles B. Johnson,money management,Finance & Investments,United States,M,Johnson,5706.27686
594,5065.99,Edward Johnson IV,money management,Finance & Investments,United States,M,Johnson,5065.99
615,4923.174,Rupert Johnson Jr,money management,Finance & Investments,United States,M,Johnson,4923.17429
2054,1586.34,Fayez Sarofim,money management,Finance & Investments,United States,M,Sarofim,1586.33966
2237,1426.045,Alfred West Jr,money management,Finance & Investments,United States,M,West,1426.04486
1679,2005.357,Anthony Hsieh,mortgage lender,Finance & Investments,United States,M,Hsieh,2005.356524
203,11362.333,Mat Ishbia,mortgage lender,Finance & Investments,United States,M,Ishbia,11362.33338
852,3738.3,Steven Spielberg,movies,Media & Entertainment,United States,M,Spielberg,3738.3
1217,2761.913,Thomas Tull,"movies, investments",Media & Entertainment,United States,M,Tull,2761.913136
244,9924.39,David Geffen,"movies, record labels",Media & Entertainment,United States,M,Geffen,9924.39
2727,1001,Tyler Perry,"movies, television",Media & Entertainment,United States,M,Perry,1001
2302,1363.409,Jay-Z,Multiple,Media & Entertainment,United States,M,Jay-Z,1363.4093
